text_a	label
Since the project began almost two years ago , corps volunteers have focused on African American troops , preparing records in time for the unveiling in Washington this year of a special memorial to black soldiers who fought in the war .	O O O O O O O O O O O O O O B-MISC I-MISC O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O
Nigeria rights group says four academics arrested .	B-LOC O O O O O O O
" I still feel it 's embarrassing what happened and I was about to pull out yesterday and say , ' That 's it , ' " said Stich , one of a host of men who cried foul over seeding procedures that forced an unprecedented remaking of the men 's draw last week .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O
In spite of the collective fear gripping Matagalpa 's drinkers , local women expressed little sympathy .	O O O O O O O B-LOC O O O O O O O O O
ATLANTA 81 48 .628 -	B-ORG O O O O
Leeds 21 6 0 15 531 681 12	B-ORG O O O O O O O
3-mth Helibor 3.40 pct 3.40 pct	O B-MISC O O O O
Crewe v Watford , Gillingham v Chesterfield , Luton v Rotherham ,	B-ORG O B-ORG O B-ORG O B-ORG O B-ORG O B-ORG O
( G. Parsons 4-36 ) and 135-9 .	O B-PER I-PER O O O O O
-DOCSTART-	O
Teravainen ( U.S. ) , Jean Van de Velde ( France ) , Oyvind Rojahn	B-PER O B-LOC O O B-PER I-PER I-PER I-PER O B-LOC O O B-PER I-PER
ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .	B-ORG O B-LOC O O O O B-LOC O O O O O O O O O
Kuchma told a solemn ceremony at the Ukraina Palace on Friday that " there was a turning point " in reforms and that he expected a rise in the standard of living in the near future .	B-PER O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Christie is retiring from international competition at the end of the season , but Berlin promoter Rudi Thiel has persuaded him to join what is intended to be a special tribute to Jesse Owens , who won four gold medals 60 years ago at the Berlin Olympics .	B-PER O O O O O O O O O O O O O B-LOC O B-PER I-PER O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O B-LOC B-MISC O
Samsung 47 5 54 .467 15	B-ORG O O O O O
It was maybe my best first round match in a Grand Slam I ever played . "	O O O O O O O O O O B-MISC I-MISC O O O O O
" The letter said the party would assault the embassy , other South Korean-related facilities and Korean nationals unless our authorities released arrested students , " he said .	O O O O O O O O O O O O B-MISC I-MISC O O B-MISC O O O O O O O O O O O O
JYVASKYLA , Finland 1996-08-26	B-LOC O B-LOC O
Kadian was approved for sale in the United States last month , Faulding said .	B-MISC O O O O O O B-LOC I-LOC O O O B-ORG O O
A consortium of telephone companies and The Walt Disney Co .	O O O O O O B-ORG I-ORG I-ORG I-ORG O
Anderlecht 2 Lokeren 2	B-ORG O B-ORG O
It must be the cost of flying those rolls over from Tuscany every day that drives up the price of the sandwich .	O O O O O O O O O O O B-LOC O O O O O O O O O O O
The following bond was announced by lead manager Toronto Dominion .	O O O O O O O O B-PER I-PER O
Against this background , Hope said the group was glad it had rationalised and destocked even though this had pressed margins , which had slipped to 9.5 percent from 11.3 percent a year ago .	O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
MOSCOW 1996-08-23	B-LOC O
" The government assessed the agreement as a crucial step to resolving the Yugoslav crisis , ensuring the restoration of peace in former Yugoslavia , " it said .	O O O O O O O O O O O O O B-MISC O O O O O O O O O B-LOC O O O O O
TORONTO 62 71 .466 13	B-ORG O O O O
Chants from the crowd of " Death to the Arabs " , and bottle-throwing during the game marred the match which ended in a goalless draw .	O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O
World championship standings ( after 11 of 12 rounds ) :	O O O O O O O O O O O
He said the market began strong , gave up some gains at midday and then was able to recover back at the close , but all on light volume .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
He said there had been searches at three sites on Sunday , including one at the Charleroi judicial police headquarters where Zicot worked .	O O O O O O O O O O O O O O O O B-LOC O O O O B-PER O O
Kabariti flew by helicopter to Palestinian-ruled Ramallah and after a brief arrival ceremony went into talks with Arafat .	B-PER O O O O B-MISC B-LOC O O O O O O O O O O B-PER O
3/4 - Hu Zhilan ( China ) beat Nunung Subandoro ( Indonesia ) 5-15	O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O
Forwards - Oliver Bierhoff , Fredi Bobic , Juergen Klinsmann , Stefan Kuntz .	O O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O
In 1994 he served two months in prison for shooting a thief in the buttocks .	O O O O O O O O O O O O O O O O
Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )	B-ORG I-ORG O B-PER I-PER O O O O B-PER I-PER O O O
Results of Scottish league soccer	O O B-MISC O O
But they are also campaigning on broader issue such as stopping the government road building programme and out-of-town superstores which they say create more traffic , pollution and damage local communities .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15-14 15-9	O O
NEUFCHATEAU , Belgium 1996-08-25	B-LOC O B-LOC O
Celaya 2 0 2 0 1 1 2	B-ORG O O O O O O O
Kate Michelman , president of the National Abortion Rights Action League , described how she had an abortion at a time when the procedure was illegal after her husband abandoned her with three young children .	B-PER I-PER O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O
TEXAS 74 55 .574 -	B-ORG O O O O
BALANCE - Ohio refunding bonds at $ 290,000 .	O O B-LOC O O O O O O
Aggregate 1-1 .	O O O
Shrewsbury 3 2 1 0 6 3 7	B-ORG O O O O O O O
" There will be tough matches but I hope I can get there , " she said . "	O O O O O O O O O O O O O O O O O O O
Croft , who was one of the few Englishmen to make a good impression in his test debut at The Oval last week , showed great control as he first dried up the early flow of Pakistan runs and then collected the wickets of Aamir Sohail and Wasim Akram in a spell of 10-1-36-2 .	B-PER O O O O O O O B-MISC O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O B-LOC O O O O O O O B-PER I-PER O B-PER I-PER O O O O O O
Chernomorets Novorossiisk 25 7 5 13 25 38 26	B-ORG I-ORG O O O O O O O
Police said the killings occurred on Saturday morning in the municipality of Anza but news of the massacre only reached the provincial capital of Medellin early on Sunday .	O O O O O O O O O O O O B-LOC O O O O O O O O O O O B-LOC O O O O
Outlook for a bullish cattle-on-feed report is also expected to lend support and prompt some bull spreading , analysts said .	O O O O O O O O O O O O O O O O O O O O O
LONDON 1996-08-26	B-LOC O
-DOCSTART-	O
A Costain spokesman told Reuters : " We 've had all sorts of protests at the head office and the chief executive 's house .	O B-ORG O O B-ORG O O O O O O O O O O O O O O O O O O O O
NEW YORK 1996-08-25	B-LOC I-LOC O
Arafat said he replied : " is this like their previous promises ? "	B-PER O O O O O O O O O O O O O
Rita Grande ( Italy ) beat Tina Krizan ( Slovenia ) 6-2 6-0	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : " That has not been decided , but possibly Kandahar . "	O O O O O O O O O O B-LOC O O B-MISC O B-LOC O O O O O O O O O O O O O O O B-LOC O O
15 - Gabriela Sabatini ( Argentina ) beat Ann Grossman ( U.S. ) 6-2 6 - 3	O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O
Higher spending by foreign visitors and less Canadian tourist spending abroad cut the deficit in Canada 's international travel account by 26.5 percent in the second quarter , Statistics Canada said on Thursday .	O O O O O O O B-MISC O O O O O O O B-LOC O O O O O O O O O O O O B-ORG I-ORG O O O O
Mikael Tillstrom ( Sweden ) beat Tamer El Sawy ( Egypt ) 1-6 7-6 ( 9	B-PER I-PER O B-LOC O O B-PER I-PER I-PER O B-LOC O O O O O
( YMCA Proj .	O B-ORG O O
The 7-pound , 4-ounce ( 3.3 kg ) girl , named Sophia Rose , was born shortly after midnight at South Miami Hospital , publicist Paul Bloch said .	O O O O O O O O O O O B-PER I-PER O O O O O O O B-LOC I-LOC I-LOC O O B-PER I-PER O O
CRICKET - RUN-OUT GIVES LEWIS AND ENGLAND SLIM SATISFACTION .	O O O O B-PER O B-LOC O O O
9. Alexandre Barros ( Brazil ) Honda 1:51.784	O B-PER I-PER O B-LOC O B-ORG O
" Our bonds were better bid initially but they sold off on a lack of demand , and the short end went with it too on a lower currency .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Standings :	O O
Col .	B-LOC O
The boat had been missing since Monday afternoon when it left the tiny island of Gorgona off Colombia 's southwest coast with sightseers for a return trip to Narino province , near the border with Ecuador .	O O O O O O O O O O O O O O O B-LOC O B-LOC O O O O O O O O O O B-LOC O O O O O O B-LOC O
Feyenoord Rotterdam 2 1 1 0 4 1 4	B-ORG I-ORG O O O O O O O
SOCCER - SCOTTISH LEAGUE RESULTS .	O O B-MISC O O O
delivered to consumer	O O O
THAWRA	B-ORG
Standings after games played on Wednesday ( tabulate under	O O O O O O O O O
" We have not had any sightings , but we suspect he is armed , possibly with a .22 rifle and / or a self-loading shotgun .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
MANCHESTER , England 1996-08-28	B-LOC O B-LOC O
Halftime 0-0 .	O O O
Gazeta Wyborcza quoted Rosati as saying Yeltsin was very ill and effectively on leave , but for now retained control in Russia although matters were passing into the hands of his close collaborators .	B-ORG I-ORG O B-PER O O B-PER O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O
Up to today , we have no knowledge of any nurse stranded or kept in Libya without her will , and we have not received any complaint , " the Polish embassy 's charge d'affaires in Tripoli , Tadeusz Awdankiewicz , told Reuters by telephone .	O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O B-MISC O O O O O B-LOC O B-PER I-PER O O B-ORG O O O
Now , I resign so I will not become the issue , " he said .	O O O O O O O O O O O O O O O O
2 - Zhang Ning ( China ) beat 1 - Wang Chen ( China ) 11-7 11-8	O O B-PER I-PER O B-LOC O O O O B-PER I-PER O B-LOC O O O
Aarau 1 Young Boys 0	B-ORG O B-ORG I-ORG O
Police used a huge crane to lift a bulldozer over the Old City 's walls to reach the building amidst narrow alleys , witnesses said .	O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O
CENTRAL DIVISION	B-MISC I-MISC
The government had been threatening to fire the workers since the strike began on Tuesday , saying it was illegal .	O O O O O O O O O O O O O O O O O O O O O
Gold Coast 21 5 1 15 351 483 11	B-ORG I-ORG O O O O O O O
Hashimoto , who has already visited Mexico and Chile , spent three days in Brazil .	B-PER O O O O O B-LOC O B-LOC O O O O O B-LOC O
Spal 2 Reggiana 4	B-ORG O B-ORG O
NEW YORK 1996-08-27	B-LOC I-LOC O
-DOCSTART-	O
" The Oriente will be supplied by the same seller at a small premium to formula , " a trade source said , referring to the first October cargo sold two weeks ago at Petroecuador 's sale formula plus five cents fob .	O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O
Mulder 's absence means that Northern Transvaal centre Andre Snyman should win his second cap alongside provincial colleague Danie van Schalkwyk .	B-PER O O O O B-ORG I-ORG O B-PER I-PER O O O O O O O O B-PER I-PER I-PER O
Halftime 2-2 .	O O O
Davenport had drawn one of the toughest first-round assignments of any of the seeded players in 17th-ranked Karina Habsudova of Slovakia .	B-PER O O O O O O O O O O O O O O O O B-PER I-PER O B-LOC O
" Every time the Senate hacks away at the budget , they hack away at the lower interest rate environment , " Howard told reporters on Thursday night after attending a Liberal Party function .	O O O O B-ORG O O O O O O O O O O O O O O O O O B-PER O O O O O O O O B-ORG I-ORG O O
Bradford 22 17 0 5 767 409 34	B-ORG O O O O O O O
To get those results , 27 percent of the companies surveyed plan to eliminate base pay increases in favour of cash bonuses and incentives , such as employee and team award programmes and education .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-	O
- Chelsea Clinton , until now carefully shielded from the exposure of public life , made her political debut on Sunday on her father 's whistlestop train trip .	O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O
---	O
Oval on Friday :	B-LOC O O O
which we expect at the beginning of next year , " Grabowksi said .	O O O O O O O O O O O B-PER O O
-- Chicago newsdesk 312-408-8720--	O B-LOC O O
-- E. Auchard , Wall Street bureau , 212-859-1736	O B-PER I-PER O B-ORG I-ORG I-ORG O O
SOCCER - DUTCH FIRST DIVISION RESULTS / STANDINGS .	O O B-MISC O O O O O O
Finnish April trade surplus 3.8 billion markka - NCB .	B-MISC O O O O O O O B-ORG O
McCurry said that when Clinton delivers his acceptance address on Thursday night to fellow Democrats and a national television audience , he will " set out a road map " for the nation 's future -- one the president hopes guides him back to the White House for four more years .	B-PER O O O B-PER O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O O
BONN 1996-08-22	B-LOC O
" There is much to discuss on the fall calendar , " acting chief spokesman Glyn Davies said . "	O O O O O O O O O O O O O O O B-PER I-PER O O O
" But we must avoid giving the impression this peace deployment in former Yugoslavia is being perceived in the long run as an occupation .	O O O O O O O O O O O O O B-LOC O O O O O O O O O O O
1964 - The Forth Road Bridge in Scotland , measuring 6156 ft , and with a centre span of 3300 ft , was opened by Her Majesty the Queen .	O O O B-LOC I-LOC I-LOC O B-LOC O O O O O O O O O O O O O O O O O O O O O O
Palestinians to strike over Jerusalem demolition .	B-MISC O O O B-LOC O O
Standings ( tabulate under played , won , drawn , lost , goals	O O O O O O O O O O O O O
-DOCSTART-	O
DHAKA 1996-08-22	B-LOC O
Numerous to scattered showers and thunderstorms in southern and central India , and isolated showers to the north Sunday through Tuesday .	O O O O O O O O O O B-LOC O O O O O O O O O O O
-DOCSTART-	O
Sampras opens the defence of his U.S. Open crown against David Rikl of the Czech Republic , while top-ranked Graf begins her title defence against Yayuk Basuki of Indonesia .	B-PER O O O O O B-MISC I-MISC O O B-PER I-PER O O B-LOC I-LOC O O O B-PER O O O O O B-PER I-PER O B-LOC O
Barbara Rittner ( Germany ) beat Katarina Studenikova ( Slovakia ) 7-5 7-5	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
PUK and Iraq 's Kurdistan Democratic Party ( KDP ) the two main Iraqi Kurdish factions , have had northern Iraq under their control since Iraqi forces were ousted from Kuwait in the 1991 Gulf War .	B-ORG O B-LOC O B-ORG I-ORG I-ORG O B-ORG O O O O B-MISC I-MISC O O O O O B-LOC O O O O B-MISC O O O O B-LOC O O O B-MISC I-MISC O
" Some nuclear powers stubbornly uphold policies of nuclear deterrence based on first use of nuclear weapons , " it said .	O O O O O O O O O O O O O O O O O O O O O O
GOV LAW GERMAN HOME CTRY = TAX PROVS STANDARD	O O B-MISC O O O O O O
Montpellier 3 0 2 1 1 2 2	B-ORG O O O O O O O
6. Aaron Slight ( New Zealand ) Honda 38:41.756	O B-PER I-PER O B-LOC I-LOC O B-ORG O
Peterborough 2 Crewe 2	B-ORG O B-ORG O
CHICAGO 1996-08-26	B-LOC O
Lebed , who met Russian Prime Minister Viktor Chernomyrdin on Monday to discuss the progress he made on a political settlement for the breakaway region , has been seeking a meeting with President Boris Yeltsin , who started a holiday near Moscow on Monday .	B-PER O O O B-MISC O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O B-LOC O O O
Men 's 100 metres	O O O O
* Stock funds see cash pour in again in July .	O O O O O O O O O O O
